Marine_environment	Environment	stID	tsID	popID	filename	description	citation	URL	total_N	steps	interval_MY	trait_type	log_transformed	taxa	species	microfossil	sampling	age_model	sediment	environment2	period_start	period_end	epoch_start	epoch_end	age_start	age_end	source	publication_year	signature	lat	lon	set
benthic	marine	24	490	24_a	Kucera_chamber_angle	 Parkiella angulocamerata-globocamerata	"Kucera, M., and J. G. V. Widmark. 2000. Gradual morphological evolution in a late Cretaceous deep-sea benthic foraminiferan, Parkiella. Historical Biology 14:205-228."	https://doi.org/10.1080/10292380009380569	206	16	10.2	angle	no	foram	Parkiella_angulocamerata-globocamerata	yes	sediment core	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Maastrichtian	HuntDB	2000	MFA	19.131667	-169.460002	yes
benthic	marine	24	489	24_a	Kucera_umb_angle	" Parkiella angulocamerata-globocamerata, umberella angle (defined as the angle between the same spines in side view)"	"Kucera, M., and J. G. V. Widmark. 2000. Gradual morphological evolution in a late Cretaceous deep-sea benthic foraminiferan, Parkiella. Historical Biology 14:205-228."	https://doi.org/10.1080/10292380009380569	226	17	10.2	angle	no	foram	Parkiella_angulocamerata-globocamerata	yes	sediment core	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Maastrichtian	HuntDB	2000	MFA	19.131667	-169.460002	yes
benthic	marine	25	488	25_a	Lagland_1990_Maximum_internal_diameter_of_the_protoconch_Lanuza	"Cycloclypeus, Maximum internal diameter of the protoconch perpendicular to the medio embryonic line. Samples from Lanzua"	"Laaglund, H. 1990. Cycloclypeus in the Mediterranean Olicocene. Utrecht Micropaleontological Bulletins 39:170 p."	https://dspace.library.uu.nl/handle/1874/205898	703	13	4.70596978	linear	no	foram	Cycloclypeus	yes	geological fieldwork	NA	carbonate	marine	Paleogene	Paleogene	Oligocene	Oligocene	Rupelian	Chattian	unknown	1990	AR	38.46569613	-0.334319085	yes
benthic	marine	25	487	25_a	Lagland_1990_Maximum_internal_diameter_of_the_protoconchand_deuteroconch_Lanuza	"Cycloclypeus, Maximum internal diameter of the protoconch and euteroconch together measured perpendicular to the medio embryonic line. Samples from Lanzua"	"Laaglund, H. 1990. Cycloclypeus in the Mediterranean Olicocene. Utrecht Micropaleontological Bulletins 39:170 p."	https://dspace.library.uu.nl/handle/1874/205898	704	13	4.70596978	linear	no	foram	Cycloclypeus	yes	geological fieldwork	NA	carbonate	marine	Paleogene	Paleogene	Oligocene	Oligocene	Rupelian	Chattian	unknown	1990	AR	38.46569613	-0.334319085	yes
benthic	marine	25	486	25_a	Lagland_1990_number_of_precyclic_chambers_Lanuza	"Cycloclypeus, Number of precyclic chambers. Samples from Lanzua"	"Laaglund, H. 1990. Cycloclypeus in the Mediterranean Olicocene. Utrecht Micropaleontological Bulletins 39:170 p."	https://dspace.library.uu.nl/handle/1874/205898	501	13	4.70596978	count	no	foram	Cycloclypeus	yes	geological fieldwork	NA	carbonate	marine	Paleogene	Paleogene	Oligocene	Oligocene	Rupelian	Chattian	unknown	1990	AR	38.46569613	-0.334319085	yes
planktic	marine	27	482	27_a	Motoyama_1997_ABL	"Cycladophora sakaii/davisiana. Length of abdomen, um (ABL). NB: mean thickness is in MY (based on dating uncertainty estimates)."	"Motoyama, I. 1997. Origin and evolution of Cycladophora davisiana Ehrenberg (Radiolaria) in DSDP site 192, northwest Pacific. Marine Micropaleontology 30:45-63."	https://www.sciencedirect.com/science/article/pii/S0377839896000473	243	22	6.3	linear	no	radiolarian	Cycladophora_sakaii-davisiana	yes	sediment core	NA	siliciclastic	marine	Neogene	Quaternary	Miocene	Pleistocene	unknown	unknown	table	1997	unknown	53.0095	164.7135	yes
planktic	marine	27	481	27_a	Motoyama_1997_ABW	"Cycladophora sakaii/davisiana. Width of abdomen, um (ABW). NB: mean thickness is in MY (based on dating uncertainty estimates)."	"Motoyama, I. 1997. Origin and evolution of Cycladophora davisiana Ehrenberg (Radiolaria) in DSDP site 192, northwest Pacific. Marine Micropaleontology 30:45-63."	https://www.sciencedirect.com/science/article/pii/S0377839896000473	340	22	6.3	linear	no	radiolarian	Cycladophora_sakaii.davisiana	yes	sediment core	NA	siliciclastic	marine	Neogene	Quaternary	Miocene	Pleistocene	unknown	unknown	table	1997	unknown	53.0095	164.713501	yes
planktic	marine	27	480	27_a	Motoyama_1997_AHL	"Cycladophora sakaii/davisiana. Apical horn length, um (AHL). NB: mean thickness is in MY (based on dating uncertainty estimates)."	"Motoyama, I. 1997. Origin and evolution of Cycladophora davisiana Ehrenberg (Radiolaria) in DSDP site 192, northwest Pacific. Marine Micropaleontology 30:45-63."	https://www.sciencedirect.com/science/article/pii/S0377839896000473	155	22	6.3	linear	no	radiolarian	Cycladophora_sakaii.davisiana	yes	sediment core	NA	siliciclastic	marine	Neogene	Quaternary	Miocene	Pleistocene	unknown	unknown	table	1997	unknown	53.0095	164.713501	yes
planktic	marine	27	479	27_a	Motoyama_1997_BW	Cycladophora sakaii/davisiana. Width of thorax bar (BW). NB: mean thickness is in MY (based on dating uncertainty estimates).	"Motoyama, I. 1997. Origin and evolution of Cycladophora davisiana Ehrenberg (Radiolaria) in DSDP site 192, northwest Pacific. Marine Micropaleontology 30:45-63."	https://www.sciencedirect.com/science/article/pii/S0377839896000473	531	22	6.3	linear	no	radiolarian	Cycladophora_sakaii.davisiana	yes	sediment core	NA	siliciclastic	marine	Neogene	Quaternary	Miocene	Pleistocene	unknown	unknown	table	1997	unknown	53.0095	164.713501	yes
planktic	marine	27	478	27_a	Motoyama_1997_CPW	"Cycladophora sakaii/davisiana. Width of cephalis, um (CPW). NB: mean thickness is in MY (based on dating uncertainty estimates)."	"Motoyama, I. 1997. Origin and evolution of Cycladophora davisiana Ehrenberg (Radiolaria) in DSDP site 192, northwest Pacific. Marine Micropaleontology 30:45-63."	https://www.sciencedirect.com/science/article/pii/S0377839896000473	477	22	6.3	linear	no	radiolarian	Cycladophora_sakaii.davisiana	yes	sediment core	NA	siliciclastic	marine	Neogene	Quaternary	Miocene	Pleistocene	unknown	unknown	table	1997	unknown	53.0095	164.713501	yes
planktic	marine	27	477	27_a	Motoyama_1997_PD	"Cycladophora sakaii/davisiana. Diameter of thorax pore, um (PD). NB: mean thickness is in MY (based on dating uncertainty estimates)."	"Motoyama, I. 1997. Origin and evolution of Cycladophora davisiana Ehrenberg (Radiolaria) in DSDP site 192, northwest Pacific. Marine Micropaleontology 30:45-63."	https://www.sciencedirect.com/science/article/pii/S0377839896000473	533	22	6.3	linear	no	radiolarian	Cycladophora_sakaii.davisiana	yes	sediment core	NA	siliciclastic	marine	Neogene	Quaternary	Miocene	Pleistocene	unknown	unknown	table	1997	unknown	53.0095	164.713501	yes
planktic	marine	27	476	27_a	Motoyama_1997_PN	Cycladophora sakaii/davisiana. Number of pores on a circumference of thorax (PN). NB: mean thickness is in MY (based on dating uncertainty estimates).	"Motoyama, I. 1997. Origin and evolution of Cycladophora davisiana Ehrenberg (Radiolaria) in DSDP site 192, northwest Pacific. Marine Micropaleontology 30:45-63."	https://www.sciencedirect.com/science/article/pii/S0377839896000473	556	22	6.3	complex	no	radiolarian	Cycladophora_sakaii.davisiana	yes	sediment core	NA	siliciclastic	marine	Neogene	Quaternary	Miocene	Pleistocene	unknown	unknown	table	1997	unknown	53.0095	164.713501	yes
planktic	marine	27	475	27_a	Motoyama_1997_TXL	"Cycladophora sakaii/davisiana. Length thorax, um (TXL). NB: mean thickness is in MY (based on dating uncertainty estimates)."	"Motoyama, I. 1997. Origin and evolution of Cycladophora davisiana Ehrenberg (Radiolaria) in DSDP site 192, northwest Pacific. Marine Micropaleontology 30:45-63."	https://www.sciencedirect.com/science/article/pii/S0377839896000473	319	22	6.3	linear	no	radiolarian	Cycladophora_sakaii.davisiana	yes	sediment core	NA	siliciclastic	marine	Neogene	Quaternary	Miocene	Pleistocene	unknown	unknown	table	1997	unknown	53.0095	164.713501	yes
planktic	marine	27	474	27_a	Motoyama_1997_TXW	"Cycladophora sakaii/davisiana. Width of thorax, um (TXW). NB: mean thickness is in MY (based on dating uncertainty estimates)."	"Motoyama, I. 1997. Origin and evolution of Cycladophora davisiana Ehrenberg (Radiolaria) in DSDP site 192, northwest Pacific. Marine Micropaleontology 30:45-63."	https://www.sciencedirect.com/science/article/pii/S0377839896000473	623	22	6.3	linear	no	radiolarian	Cycladophora_sakaii.davisiana	yes	sediment core	NA	siliciclastic	marine	Neogene	Quaternary	Miocene	Pleistocene	unknown	unknown	table	1997	unknown	53.0095	164.713501	yes
planktic	marine	28	473	28_a	Pearson_and_Ezard_2014_Area	Turborotalia sp. Test area (mm^2)	"Pearson, P. N., and T. H. G. Ezard. 2014. Evolution and speciation in the Eocene planktonic foraminifer Turborotalia. Paleobiology 40:130-143."	https://doi.org/10.1666/13004	8600	43	8.79	area	no	foram	Turborotalia	yes	sediment core	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	Lutetian	Priabonian	unknown	2014	unknown	18.440167	-179.55565	yes
planktic	marine	28	472	28_a	Pearson_and_Ezard_2014_ChamberAspectRatio	Turborotalia sp. Chamber aspect ratio.	"Pearson, P. N., and T. H. G. Ezard. 2014. Evolution and speciation in the Eocene planktonic foraminifer Turborotalia. Paleobiology 40:130-143."	https://doi.org/10.1666/13004	8600	43	8.79	ratio	no	foram	Turborotalia	yes	sediment core	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	Lutetian	Priabonian	unknown	2014	unknown	18.440167	-179.55565	yes
planktic	marine	28	471	28_a	Pearson_and_Ezard_2014_ChamberNumber	Turborotalia sp. Chamber number.	"Pearson, P. N., and T. H. G. Ezard. 2014. Evolution and speciation in the Eocene planktonic foraminifer Turborotalia. Paleobiology 40:130-143."	https://doi.org/10.1666/13004	8600	43	8.79	count	no	foram	Turborotalia	yes	sediment core	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	Lutetian	Priabonian	unknown	2014	unknown	18.440167	-179.55565	yes
planktic	marine	28	470	28_a	Pearson_and_Ezard_2014_Compression	Turborotalia sp. Ratio of area enclosed within the peripheral outline to the area of a minimum rectangle enclosing the outline (Test compression)	"Pearson, P. N., and T. H. G. Ezard. 2014. Evolution and speciation in the Eocene planktonic foraminifer Turborotalia. Paleobiology 40:130-143."	https://doi.org/10.1666/13004	8600	43	8.79	ratio	no	foram	Turborotalia	yes	sediment core	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	Lutetian	Priabonian	unknown	2014	unknown	18.440167	-179.55565	yes
planktic	marine	28	469	28_a	Pearson_and_Ezard_2014_testExpansion	Turborotalia sp. Test expansion. NB: trait not clearly explained in article (is it related to test compression?)	"Pearson, P. N., and T. H. G. Ezard. 2014. Evolution and speciation in the Eocene planktonic foraminifer Turborotalia. Paleobiology 40:130-143."	https://doi.org/10.1666/13004	8600	43	8.79	linear	no	foram	Turborotalia	yes	sediment core	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	Lutetian	Priabonian	unknown	2014	unknown	18.440167	-179.55565	yes
planktic	marine	28	468	28_a	Pearson_and_Ezard_2014_testHeight	Turborotalia sp. Test height.	"Pearson, P. N., and T. H. G. Ezard. 2014. Evolution and speciation in the Eocene planktonic foraminifer Turborotalia. Paleobiology 40:130-143."	https://doi.org/10.1666/13004	8600	43	8.79	linear	no	foram	Turborotalia	yes	sediment core	NA	carbonate	marine	Paleogene	Paleogene	Eocene	Eocene	Lutetian	Priabonian	unknown	2014	unknown	18.440167	-179.55565	yes
planktic	marine	30	462	30_a	Renaud_and_Schmidt_2003_core_1105_MLs	"Globorotalia truncatulinoides. Test length in spiral view, um (MLs). Core 1105."	"Renaud, S., and D. N. Schmidt. 2003. Habitat tracking as a response of the planktic foraminifer Globorotalia truncatulinoides to environmental fluctuations during the last 140 kyr. Marine Micropaleontology 49:97-122."	https://doi.org/10.1016/S0377-8398(03)00031-8	891	27	0.13	linear	no	foram	Globorotalia_truncatulinoides	yes	sediment core	NA	unknown	marine	Quaternary	Quaternary	Pleistocene	modern	Chibanian	present	unknown	2003	unknown	-1.665	-12.428333	no
planktic	marine	30	461	30_b	Renaud_and_Schmidt_2003_core_1413_MLs	"Globorotalia truncatulinoides. Test length in spiral view, um (MLs). core 1413"	"Renaud, S., and D. N. Schmidt. 2003. Habitat tracking as a response of the planktic foraminifer Globorotalia truncatulinoides to environmental fluctuations during the last 140 kyr. Marine Micropaleontology 49:97-122."	https://doi.org/10.1016/S0377-8398(03)00031-8	1223	27	0.14	linear	no	foram	Globorotalia_truncatulinoides	yes	sediment core	NA	unknown	marine	Quaternary	Quaternary	Pleistocene	modern	Chibanian	present	unknown	2003	unknown	-15.68	-9.455	no
planktic	marine	30	460	30_c	Renaud_and_Schmidt_2003_core_2498_MLs	"Globorotalia truncatulinoides. Test length in spiral view, um (MLs). core 2498"	"Renaud, S., and D. N. Schmidt. 2003. Habitat tracking as a response of the planktic foraminifer Globorotalia truncatulinoides to environmental fluctuations during the last 140 kyr. Marine Micropaleontology 49:97-122."	https://doi.org/10.1016/S0377-8398(03)00031-8	1332	32	0.13	linear	no	foram	Globorotalia_truncatulinoides	yes	sediment core	NA	unknown	marine	Quaternary	Quaternary	Pleistocene	modern	Chibanian	present	unknown	2003	unknown	-44.153333	-14.153333	no
planktic	lacustrine	32	459	32_a	Saito-Kato_et_al_2015	"Stephanodiscus sp, valve diameter"	"Saito-Kato, M., Tanimura, Y., Mori, S., and Julius, M. L.: Morphological evolution of Stephanodiscus (Bacillariophyta) in Lake Biwa from a 300_ka fossil record, J. Micropalaeontol., 34, 165-179"	https://doi.org/10.1144/jmpaleo2014-015	10748	229	0.238366	linear	no	diatom	Stephanodiscus	yes	sediment core	NA	siliciclastic	lacustrine	Quaternary	Quaternary	Pleistocene	Holocene	Chibanian	present	unknown	2003	unknown	35.29468498	136.121037	no
planktic	marine	35	453	35_a	Wei_1994a_b_P._inflata_chamber_number	Globoconella inflata. Number of chambers.	"Wei, J. 1994a. Stratophenetic tracing of phylogeny using SIMCA pattern recognition technique: a case study of the Late Neogene planktic Foraminifera Globoconella clade. Paleobiology 20:52-65."	http://www.jstor.org/stable/2401150 .	726	24	3.44	count	no	foram	Globoconella_inflata	yes	sediment core	NA	unknown	marine	Neogene	Quaternary	Pliocene	Holocene	Piacenzian	Northgrippian	HuntDB	1994	unknown	-26.111667	161.226667	yes
planktic	marine	35	452	35_a	Wei_1994a_b_P._inflata_length	Globoconella inflata. Test length (um).	"Wei, J. 1994a. Stratophenetic tracing of phylogeny using SIMCA pattern recognition technique: a case study of the Late Neogene planktic Foraminifera Globoconella clade. Paleobiology 20:52-65."	http://www.jstor.org/stable/2401150 .	726	24	3.44	linear	no	foram	Globoconella_inflata	yes	sediment core	NA	unknown	marine	Neogene	Quaternary	Pliocene	Holocene	Piacenzian	Northgrippian	HuntDB	1994	unknown	-26.111667	161.226667	yes
planktic	marine	35	451	35_b	Wei_1994a_b_P._puncticulata_chamber_number	Globoconella puncticulata. Number of chambers.	"Wei, J. 1994a. Stratophenetic tracing of phylogeny using SIMCA pattern recognition technique: a case study of the Late Neogene planktic Foraminifera Globoconella clade. Paleobiology 20:52-65."	http://www.jstor.org/stable/2401150 .	438	19	1.79	count	no	foram	Globoconella_puncticulata	yes	sediment core	NA	unknown	marine	Neogene	Quaternary	Pliocene	Holocene	Zanclean	Gelasian	HuntDB	1994	unknown	-26.111667	161.226667	yes
planktic	marine	35	450	35_b	Wei_1994a_b_P._puncticulata_length	Globoconella puncticulata. Test length (um).	"Wei, J. 1994a. Stratophenetic tracing of phylogeny using SIMCA pattern recognition technique: a case study of the Late Neogene planktic Foraminifera Globoconella clade. Paleobiology 20:52-65."	http://www.jstor.org/stable/2401150 .	438	19	1.79	linear	no	foram	Globoconella_puncticulata	yes	sediment core	NA	unknown	marine	Neogene	Quaternary	Pliocene	Holocene	Zanclean	Gelasian	HuntDB	1994	unknown	-26.111667	161.226667	yes
planktic	marine	35	449	35_b	Wei_punc_G2	"Globoconella puncticulata, Peripheral-umbilical angle G2"	"Wei, J. 1994a. Stratophenetic tracing of phylogeny using SIMCA pattern recognition technique: a case study of the Late Neogene planktic Foraminifera Globoconella clade. Paleobiology 20:52-65."	http://www.jstor.org/stable/2401150 .	438	19	1.79	angle	no	foram	Globoconella_puncticulata	yes	sediment core	NA	unknown	marine	Neogene	Quaternary	Pliocene	Holocene	Zanclean	Gelasian	HuntDB	1994	MFA	-26.111667	161.226667	yes
planktic	marine	35	448	35_a	Wei_inflata_G2	"Globoconella inflata, Peripheral-umbilical angle G2"	"Wei, J. 1994a. Stratophenetic tracing of phylogeny using SIMCA pattern recognition technique: a case study of the Late Neogene planktic Foraminifera Globoconella clade. Paleobiology 20:52-65."	http://www.jstor.org/stable/2401150 .	726	24	3.44	angle	no	foram	Globoconella_inflata	yes	sediment core	NA	unknown	marine	Neogene	Quaternary	Pliocene	Holocene	Zanclean	Gelasian	HuntDB	1994	MFA	-26.111667	161.226667	yes
planktic	marine	4	434	4_a	Blaj_et_al.2010_distentus_H	"Sphenolithus distentus, proximal cycle height um (H)"	"Blaj, T., J. Hendricks, J. R. Young, and E. Rehnberg. 2010. The Oligocene nannolith Sphenolithus evolutionary lineage: morphometrical insights from the palaeo-equatorial Pacific Ocean. Journal of Micropalaeontology 29:17-35."	https://doi.org/10.1144/jm.29.1.17	271	10	3.1	linear	no	coccolith	Sphenolithus_distentus	yes	sediment core	NA	carbonate	marine	Paleogene	Paleogene	Oligocene	Oligocene	Rupellian	Chattian	table	2010	unknown	8.889633	-135.366667	yes
planktic	marine	4	433	4_a	Blaj_et_al.2010_distentus_W	"Sphenolithus distentus, sphenolith basal width, um (W)"	"Blaj, T., J. Hendricks, J. R. Young, and E. Rehnberg. 2010. The Oligocene nannolith Sphenolithus evolutionary lineage: morphometrical insights from the palaeo-equatorial Pacific Ocean. Journal of Micropalaeontology 29:17-35."	https://doi.org/10.1144/jm.29.1.17	271	10	3.1	linear	no	coccolith	Sphenolithus_distentus	yes	sediment core	NA	carbonate	marine	Paleogene	Paleogene	Oligocene	Oligocene	Rupellian	Chattian	table	2010	unknown	8.889633	-135.366667	yes
planktic	marine	4	432	4_a	Blaj_et_al.2010_distentus_WHratio	"Sphenolithus distentus, basal width/proximal cycle width ratio (WHratio)."	"Blaj, T., J. Hendricks, J. R. Young, and E. Rehnberg. 2010. The Oligocene nannolith Sphenolithus evolutionary lineage: morphometrical insights from the palaeo-equatorial Pacific Ocean. Journal of Micropalaeontology 29:17-35."	https://doi.org/10.1144/jm.29.1.17	271	10	3.1	ratio	no	coccolith	Sphenolithus_distentus	yes	sediment core	NA	carbonate	marine	Paleogene	Paleogene	Oligocene	Oligocene	Rupellian	Chattian	table	2010	unknown	8.889633	-135.366667	yes
planktic	marine	4	431	4_b	Blaj_et_al.2010_predistentus_H	"Sphenolithus predistentus, proximal cycle height, um (H)"	"Blaj, T., J. Hendricks, J. R. Young, and E. Rehnberg. 2010. The Oligocene nannolith Sphenolithus evolutionary lineage: morphometrical insights from the palaeo-equatorial Pacific Ocean. Journal of Micropalaeontology 29:17-35."	https://doi.org/10.1144/jm.29.1.17	780	11	5.94	linear	no	coccolith	Sphenolithus_distentus	yes	sediment core	NA	carbonate	marine	Paleogene	Paleogene	Oligocene	Oligocene	Rupellian	Chattian	table	2010	unknown	8.889633	-135.366667	yes
planktic	marine	4	430	4_b	Blaj_et_al.2010_predistentus_W	"Sphenolithus predistentus, sphenolith basal width, um (W)"	"Blaj, T., J. Hendricks, J. R. Young, and E. Rehnberg. 2010. The Oligocene nannolith Sphenolithus evolutionary lineage: morphometrical insights from the palaeo-equatorial Pacific Ocean. Journal of Micropalaeontology 29:17-35."	https://doi.org/10.1144/jm.29.1.17	780	11	5.94	count	no	coccolith	Sphenolithus_distentus	yes	sediment core	NA	carbonate	marine	Paleogene	Paleogene	Oligocene	Oligocene	Rupellian	Chattian	table	2010	unknown	8.889633	-135.366667	yes
planktic	marine	4	429	4_b	Blaj_et_al.2010_predistentus_WHratio	"Sphenolithus predistentus, basal width/proximal cycle width ratio (WHratio)."	"Blaj, T., J. Hendricks, J. R. Young, and E. Rehnberg. 2010. The Oligocene nannolith Sphenolithus evolutionary lineage: morphometrical insights from the palaeo-equatorial Pacific Ocean. Journal of Micropalaeontology 29:17-35."	https://doi.org/10.1144/jm.29.1.17	780	11	5.94	ratio	no	coccolith	Sphenolithus_distentus	yes	sediment core	NA	carbonate	marine	Paleogene	Paleogene	Oligocene	Oligocene	Rupellian	Chattian	table	2010	unknown	8.889633	-135.366667	yes
planktic	marine	40	428	40_a	Bendif_et_al_2019_coccolith_diam_cent_open	Coccolith diameter of central opening (um)	"Bendif, E.M., Nevado, B., Wong, E.L.Y.<ca>et al., 2019.<ca>Repeated species radiations in the recent evolution of the key marine phytoplankton lineage<ca>Gephyrocapsa.<ca>Nature Communications<ca>10:4234."	https://doi.org/10.1038/s41467-019-12169-7	9472	45	1.83	linear	no	coccolith	Gephyrocapsa_sp	yes	sediment core	NA	unknown	marine	Quaternary	Quaternary	Pleistocene	Holocene	Gelasian	Greenlandian	table_and_graph	2019	VBK	-3.915	60.55167	yes
planktic	marine	40	427	40_a	Bendif_et_al_2019_coccolith_size	Coccolith size (um)	"Bendif, E.M., Nevado, B., Wong, E.L.Y.<ca>et al., 2019.<ca>Repeated species radiations in the recent evolution of the key marine phytoplankton lineage<ca>Gephyrocapsa.<ca>Nature Communications<ca>10:4234."	https://doi.org/10.1038/s41467-019-12169-7	9472	45	1.83	linear	no	coccolith	Gephyrocapsa_sp 	yes	sediment core	NA	unknown	marine	Quaternary	Quaternary	Pleistocene	Holocene	Gelasian	Greenlandian	table_and_graph	2019	VBK	-3.915	60.55167	yes
planktic	marine	41	426	41_a	Brombacher_et_al_2017_Globoconella_AR	"Globoconella puncticulata, aspect ratio of shell (AR)"	"Brombacher, A., Wilson, P. A., Bailey, I., & Ezard, T. H. (2017). The breakdown of static and evolutionary allometries during climatic upheaval.<ca>The American Naturalist,<ca>190(3), 350-362."	https://doi.org/10.1086/692570	6575	75	0.47457	ratio	no	foram	Globoconella_puncticulata	yes	sediment core	NA	carbonate	marine	Neogene	Quaternary	Pliocene	Pleistocene	Piacenzian	Gelasian	raw_data	2017	AR	41.7	-32.5	yes
planktic	marine	41	425	41_a	Brombacher_et_al_2017_Globoconella_area	"Globoconella_puncticulata, shell area, um^2 (area)."	"Brombacher, A., Wilson, P. A., Bailey, I., & Ezard, T. H. (2017). The breakdown of static and evolutionary allometries during climatic upheaval.<ca>The American Naturalist,<ca>190(3), 350-362."	https://doi.org/10.1086/692570	6575	75	0.47457	area	no	foram	Globoconella_puncticulata	yes	sediment core	NA	carbonate	marine	Neogene	Quaternary	Pliocene	Pleistocene	Piacenzian	Gelasian	raw_data	2017	AR	41.7	-32.5	yes
planktic	marine	41	424	41_b	Brombacher_et_al_2017_Truncorotalia_AR	"Truncorotalia crassaformis, aspect ratio of shell (AR)"	"Brombacher, A., Wilson, P. A., Bailey, I., & Ezard, T. H. (2017). The breakdown of static and evolutionary allometries during climatic upheaval.<ca>The American Naturalist,<ca>190(3), 350-362."	https://doi.org/10.1086/692570	6058	75	0.47457	ratio	no	foram	Truncorotalia_crassaformis	yes	sediment core	NA	carbonate	marine	Neogene	Quaternary	Pliocene	Pleistocene	Piacenzian	Gelasian	raw_data	2017	AR	41.7	-32.5	yes
planktic	marine	41	423	41_b	Brombacher_et_al_2017_Truncorotalia_area	"Truncorotalia crassaformis, shell area, um^2 (area)."	"Brombacher, A., Wilson, P. A., Bailey, I., & Ezard, T. H. (2017). The breakdown of static and evolutionary allometries during climatic upheaval.<ca>The American Naturalist,<ca>190(3), 350-362."	https://doi.org/10.1086/692570	6058	75	0.47457	area	no	foram	Truncorotalia_crassaformis	yes	sediment core	NA	carbonate	marine	Neogene	Quaternary	Pliocene	Pleistocene	Piacenzian	Gelasian	raw_data	2017	AR	41.7	-32.5	yes
benthic	marine	48	404	48_d	Hunt_et_al_2010_Abyssocythere-A-253	"Abyssocythere sp., body size, site 253"	"Hunt, G., S. A. Wicaksono, J. E. Brown, and K. G. Macleod. 2010. Climate-driven body-size trends in the ostracod fauna of the deep Indian Ocean. Palaeontology 53:1255-1268."	https://doi.org/10.1111/j.1475-4983.2010.01007.x	34	10	24.5	area	yes	ostracod	Abyssocythere_sp	yes	sediment core	NA	unknown	marine	Paleogene	Neogene	Oligocene	Miocene	Rupelian	Tortonian	HuntDB	2010	AR	-24.8775	87.36617	no
benthic	marine	48	403	48_a	Hunt_et_al_2010_Poseidonamicus_nudus-A-253	"Poseidonamicus nudus, body size, site 253"	"Hunt, G., S. A. Wicaksono, J. E. Brown, and K. G. Macleod. 2010. Climate-driven body-size trends in the ostracod fauna of the deep Indian Ocean. Palaeontology 53:1255-1268."	https://doi.org/10.1111/j.1475-4983.2010.01007.x	28	7	9.73	area	yes	ostracod	Poseidonamicus_nudus	yes	sediment core	NA	unknown	marine	Neogene	Neogene	Miocene	Pliocene	Serravallian	Piacenzian	HuntDB	2010	AR	-24.8775	87.366176	no
unsure benthic	marine	48	402	48_e	Hunt_et_al_2010_Bradleya-caeca-253	"Bradleya caeca, body size, site 253"	"Hunt, G., S. A. Wicaksono, J. E. Brown, and K. G. Macleod. 2010. Climate-driven body-size trends in the ostracod fauna of the deep Indian Ocean. Palaeontology 53:1255-1268."	https://doi.org/10.1111/j.1475-4983.2010.01007.x	65	9	19.364568	area	yes	ostracod	Bradleya_caeca	yes	sediment core	NA	unknown	marine	Paleogene	Neogene	Eocene	Miocene	Bartonian	Aquitanian	HuntDB	2010	AR	-24.8775	87.36617	no
unsure benthic	marine	48	401	48_f	Hunt_et_al_2010_Cytheropteron-253	"Cytheropteron sp, body size, site 253"	"Hunt, G., S. A. Wicaksono, J. E. Brown, and K. G. Macleod. 2010. Climate-driven body-size trends in the ostracod fauna of the deep Indian Ocean. Palaeontology 53:1255-1268."	https://doi.org/10.1111/j.1475-4983.2010.01007.x	49	18	39.347181	area	yes	ostracod	Cytheropteron_sp	yes	sediment core	NA	unknown	marine	Paleogene	Quaternary	Eocene	Pleistocene	Bartonian	Chibanian	HuntDB	2010	AR	-24.8775	87.36617	no
unsure benthic	marine	48	400	48_g	Hunt_et_al_2010_Dutoitella-sp1-253	"Dutoitella sp, body size, site 253"	"Hunt, G., S. A. Wicaksono, J. E. Brown, and K. G. Macleod. 2010. Climate-driven body-size trends in the ostracod fauna of the deep Indian Ocean. Palaeontology 53:1255-1268."	https://doi.org/10.1111/j.1475-4983.2010.01007.x	83	10	26.966446	area	yes	ostracod	Dutoitella_sp	yes	sediment core	NA	unknown	marine	Paleogene	Quaternary	Eocene	Pleistocene	Bartonian	Chibanian	HuntDB	2010	AR	-24.8775	87.36617	no
unsure benthic	marine	48	399	48_j	Hunt_et_al_2010_Krithe-sp6C-253	"Krithe spC, body size, site 253"	"Hunt, G., S. A. Wicaksono, J. E. Brown, and K. G. Macleod. 2010. Climate-driven body-size trends in the ostracod fauna of the deep Indian Ocean. Palaeontology 53:1255-1268."	https://doi.org/10.1111/j.1475-4983.2010.01007.x	66	13	21.62	area	yes	ostracod	Krithe_spC	yes	sediment core	NA	unknown	marine	Paleogene	Quaternary	Eocene	Pleistocene	Bartonian	Chibanian	HuntDB	2010	AR	-24.8775	87.36617	no
